MARCA;MODELO;ANO
Daewoo;Tico;ERRO
Daewoo;Super Salon Ace;ERRO
Daewoo;Racer GTi 1.5 16V;ERRO
Daewoo;Prince Ace 2.0;ERRO
Daewoo;Nubira SW CDX 2.0 16V Mec.;ERRO
Daewoo;Nubira SW CDX 2.0 16V Aut.;ERRO
Daewoo;Nubira CDX 2.0 16V Mec.;ERRO
Daewoo;Nubira CDX 2.0 16V Aut.;ERRO
Daewoo;Leganza CDX 2.0 16V Mec.;ERRO
Daewoo;Leganza CDX 2.0 16V Aut.;ERRO
Daewoo;Lanos SX 1.6 16V Aut.;ERRO
Daewoo;Lanos SX 1.6 16V;ERRO
Daewoo;Lanos Hatch SX 1.6 16V;ERRO
Daewoo;Espero CD / DLX 2.0;ERRO
Daewoo;Espero 2.0;ERRO
CHANGAN;MINI STAR Utility 1.0 8V 53cv (Furgão);ERRO
CHANGAN;MINI STAR Family 1.0 8V 53cv (MiniVan);ERRO
CHANGAN;MINI STAR CSB 1.0 8V 53cv (Pick-Up Báu);ERRO
CHANGAN;MINI STAR CS 1.0 8V 53cv (Pick-Up);ERRO
CHANGAN;MINI STAR CE 1.0 8V 53cv (Pick-Up);ERRO
CHANGAN;MINI STAR CD 1.0 8V 53cv (Pick-Up);ERRO
Cross Lander;CL-330 2.8 132cv 4x4 TB Int. Diesel;ERRO
Cross Lander;CL-244 2.8 132cv 4x4 TB Int. Diesel;ERRO
Dodge;Stealth 3.0 MPI;ERRO
Dodge;Ram Sport 5.9 V8;ERRO
Dodge;Ram Laramie/SLT 5.2 V8;ERRO
Dodge;Ram Laramie 5.9 V8;ERRO
Dodge;Ram 2500 TROPIVAN 5.9 SLT TDI 4x4 Dies.;ERRO
Dodge;Ram 2500 TROPIVAN 5.9 SLT Exec.TDI Dies.;ERRO
Dodge;Ram 2500 LARAMIE 6.7 TDI CD 4x4 Dies;ERRO
Dodge;Ram 2500 H.DUTY 5.9 SLT TDI CS 4x4 Dies.;ERRO
Dodge;Ram 2500 H.DUTY 5.9 SLT 24V CD 4x4 Dies.;ERRO
Dodge;JOURNEY SXT 3.6 V6 Aut.;ERRO
Dodge;JOURNEY SXT 2.7 V6 185cv Aut.;ERRO
Dodge;JOURNEY SE 2.7 V6 185cv Aut.;ERRO
Dodge;JOURNEY RT 3.6 AWD V6 Aut.;ERRO
Dodge;JOURNEY RT 2.7 V6 185cv Aut.;ERRO
Dodge;JOURNEY RT  3.6 V6 Aut.;ERRO
Dodge;JOURNEY Crossroad 3.6 V6 Aut.;ERRO
Dodge;Intrepid 3.3 V6;ERRO
Dodge;Durango Limited 3.6 24V 4x4 Aut.;ERRO
Dodge;Durango Crew 3.6 24V 4x4 Aut.;ERRO
Dodge;Dakota Sport CE 3.9 V6;ERRO
Dodge;Dakota Sport CE 2.5 Diesel;ERRO
Dodge;Dakota Sport 5.2 V8;ERRO
Dodge;Dakota Sport 5.2 V8 CD Aut.;ERRO
Dodge;Dakota Sport 3.9 V6 CD Mec.;ERRO
Dodge;Dakota Sport 3.9 V6 CD Aut.;ERRO
Dodge;Dakota Sport 2.5 Diesel;ERRO
Dodge;Dakota Sport 3.9 V6;ERRO
Dodge;Dakota Sport 2.5 CD Diesel;ERRO
Dodge;Dakota Sport 2.5 4x4;ERRO
Dodge;Dakota RT 5.2 CE Aut.;ERRO
Dodge;Dakota RT 5.2 Aut.;ERRO
Dodge;Dakota Durango SLT 5.2 4x4 V8;ERRO
Dodge;Dakota Durango 5.9 4x4 V8;ERRO
Dodge;Dakota 2.5;ERRO
Dodge;Dakota Club 2.5;ERRO
Dodge;Avenger ES 2.0/2.5 16V;ERRO
Bugre;Buggy VII/VII BIG/VII Flex;ERRO
Bugre;Buggy IV e V;ERRO
CHANA;Utility 1.0 8V 53cv  (Furgão);ERRO
CHANA;Family 1.0 8V 53cv (Perua);ERRO
CHANA;Cargo CE 1.0 8V 53cv (Pick-Up);ERRO
CHANA;Cargo 1.0 8V 53cv (Pick-Up);ERRO
CHANA;Cargo CD 1.0 8V 53cv (Pick-Up);ERRO
Chrysler;Vision 3.5 24V;ERRO
Chrysler;TOWN & COUNTRY Touring 3.6 V6 Aut.;ERRO
Chrysler;TOWN & COUNTRY Limited 3.8 /3.6 V6 Aut.;ERRO
Chrysler;Stratus LX 2.5 Conversível Aut;ERRO
Chrysler;Stratus LX 2.5 Aut;ERRO
Chrysler;Stratus LX 2.0 Mec;ERRO
Chrysler;Stratus LE 2.0;ERRO
Chrysler;Sebring LX 2.7 V6 24V 204cv;ERRO
Chrysler;PT Cruiser Touring DEC. EDITION 2.4 16V;ERRO
Chrysler;PT Cruiser Limited 2.0 16V 4p;ERRO
Chrysler;PT Cruiser Limited 2.4 16V 143cv 4p;ERRO
Chrysler;PT Cruiser Cabrio 2.4 16V 143cv 2p;ERRO
Chrysler;PT Cruiser Classic 2.4 16V 143cv 4p;ERRO
Chrysler;Neon Sport 1.8/2.0;ERRO
Chrysler;Neon LE/Highline 2.0;ERRO
Chrysler;Neon LE 1.8;ERRO
Chrysler;LE Baron 3.0 V6 Conv.;ERRO
Chrysler;LE Baron 3.0 V6;ERRO
Chrysler;Grand Caravan SE 3.3 V6;ERRO
Chrysler;Grand Caravan LX 3.8;ERRO
Chrysler;Grand Caravan Limited 3.3 V6 12V 182cv;ERRO
Chrysler;Cirrus LXi 2.5 V6 24V;ERRO
Chrysler;Grand Caravan LE 3.3 Aut;ERRO
Chrysler;Caravan SE 2.4/3.3;ERRO
Chrysler;Caravan LX 3.8;ERRO
Chrysler;Caravan LX 3.3 V6 182cv;ERRO
Chrysler;Caravan LE  3.3;ERRO
Chrysler;300 M 3.5;ERRO
Chrysler;300 C Touring 5.7 V8 16V 340cv Aut.;ERRO
Chrysler;300 C SRT8 6.1 V8 16V 431cv Aut;ERRO
Chrysler;300 C 5.7 V8 16V 340cv Aut.;ERRO
Chrysler;300 C 3.6 V6 Aut.;ERRO
Chrysler;300 C 3.5 V6 249cv;ERRO
CHERY;Tiggo 8 TXS 1.6 16V TGDi Aut.;ERRO
CHERY;Tiggo 7 TXS 1.5 16V Turbo Flex Aut.;ERRO
CHERY;Tiggo 7 T 1.5 16V Turbo Flex Aut.;ERRO
CHERY;Tiggo 5X TXS 1.5 16V Turbo Flex Aut.;ERRO
CHERY;Tiggo 5X T 1.5 16V Turbo Flex Aut.;ERRO
CHERY;Tiggo 2.0 16V Mec. 5p;ERRO
CHERY;Tiggo 2.0 16V Aut. 5p;ERRO
CHERY;Tiggo 2 Look 1.5 16V Flex Mec. 5p;ERRO
CHERY;Tiggo 2 Look 1.5 16V Flex Aut.5p;ERRO
CHERY;Tiggo 2 EX 1.5 16V Flex Aut. 5p;ERRO
CHERY;Tiggo 2 ACT 1.5 16V Flex Mec. 5p;ERRO
CHERY;Tiggo 2 ACT 1.5 16V Flex Aut.5p;ERRO
CHERY;S-18 1.3 16V Flex Mec. 5p;ERRO
CHERY;QQ 1.1/1.0 12V 69cv 5p;ERRO
CHERY;QQ 1.0 SMILE 12V Flex 5p;ERRO
CHERY;QQ 1.0 Look FL 12V/1.0 12V Flex 5p;ERRO
CHERY;QQ 1.0 ACT 12V 69cv 5p;ERRO
CHERY;QQ 1.0  ACT FL 12V/1.0 12V Flex  5p;ERRO
CHERY;Face 1.3 16V/1.3 16V Flex.Mec.;ERRO
CHERY;CIELO Sedan 1.6 16V 119cv  4p;ERRO
CHERY;CIELO 1.6 16V 119cv  5p;ERRO
CHERY;Celer Sedan ACT 1.5 16V Flex 5p;ERRO
CHERY;Celer Sedan 1.5 16V Flex 5p;ERRO
CHERY;Celer Hatch ACT 1.5 16V Flex 5p;ERRO
CHERY;Celer Hatch 1.5 16V Flex 5p;ERRO
CHERY;ARRIZO 6 GSX 1.5 Turbo Flex Aut.;ERRO
CHERY;ARRIZO 5 RXT 1.5 16V Turbo Flex Aut.;ERRO
CHERY;ARRIZO 5 RXS 1.5 Turbo Flex Aut.;ERRO
CHERY;ARRIZO 5 RX 1.5 16V Turbo Flex Aut.;ERRO
CHERY;ARRIZO 5 RT 1.5 Turbo Flex Aut.;ERRO
CHERY;ARRIZO 5 RTS 1.5 Turbo Flex Aut.;ERRO
Citroën;ZX Volcane 3p e 5p;ERRO
Citroën;ZX Paris 1.8;ERRO
Citroën;ZX Furio;ERRO
Citroën;ZX Dakar 2.0 16V;ERRO
Citroën;ZX Cupê 16V;ERRO
Citroën;Xsara VTS 2.0  16V Cupê Mec.;ERRO
Citroën;Xsara VTS 1.8 16V;ERRO
Citroën;Xsara VTS 1.6 16V 3p;ERRO
Citroën;Xsara Picasso GLX/Brasil/Etoile 2.0 Mec.;ERRO
Citroën;Xsara Picasso GLX 2.0 16V  Aut.;ERRO
Citroën;Xsara Picasso GLX 1.6/ 1.6 Flex 16V;ERRO
Citroën;Xsara Picasso Exclusive 2.0 16V Aut.;ERRO
Citroën;Xsara Picasso Exclus. 1.6/ 1.6 Flex 16V;ERRO
Citroën;Xsara Picasso Exc./Etoile 2.0 16V Mec.;ERRO
Citroën;Xsara GLX/ Paris 2.0 16V;ERRO
Citroën;Xsara GLX 1.8 8V Cupê Aut.;ERRO
Citroën;Xsara GLX 1.8 8V 5p Aut.;ERRO
Citroën;Xsara GLX 1.8 16V Cupê Mec.;ERRO
Citroën;Xsara GLX 1.8 16V 5p Mec.;ERRO
Citroën;Xsara GLX 1.6 16V 5p Mec.;ERRO
Citroën;Xsara GLX 1.6 16V 5p Aut.;ERRO
Citroën;Xsara GLX 1.6 16V 3p;ERRO
Citroën;Xsara Exclusive 1.8 8V/16V 5p Mec.;ERRO
Citroën;Xsara Exclusive 2.0 16V;ERRO
Citroën;Xsara Exclusive 1.8 8V/16V 5p Aut.;ERRO
Citroën;Xsara Exclusive 1.6 16V 5p Mec.;ERRO
Citroën;Xsara Exclusive 1.6 16V 5p Aut.;ERRO
Citroën;Xsara Break GLX/ Paris 2.0 16V;ERRO
Citroën;Xsara Break GLX 1.8 16V;ERRO
Citroën;Xsara Break GLX 1.6 16V 5p Mec.;ERRO
Citroën;Xsara Break GLX 1.6 16V 5p Aut.;ERRO
Citroën;Xsara Break Exclusive 2.0 16V;ERRO
Citroën;Xsara Break Exclusive 1.8 16V;ERRO
Citroën;Xsara Break Exclusive 1.6 16V 5p Mec.;ERRO
Citroën;Xsara Break Exclusive 1.6 16V 5p Aut.;ERRO
Citroën;XM Sensation 2.0 TB;ERRO
Citroën;XM Exclusive Break;ERRO
Citroën;XM Exclusive 24V;ERRO
Citroën;XM Exclusive 12v;ERRO
Citroën;Xantia VSX 2.0 16V;ERRO
Citroën;Xantia VSX 2.0;ERRO
Citroën;Xantia SX 2.0 8V/16V Mec./Aut.;ERRO
Citroën;Xantia SX 1.8;ERRO
Citroën;Xantia GLX 2.0 16V Mec.;ERRO
Citroën;Xantia GLX 2.0 16V Aut.;ERRO
Citroën;Xantia Exclusive 3.0 V6;ERRO
Citroën;Xantia Exclusive 2.0 16V;ERRO
Citroën;Xantia Break GLX 2.0 16V Mec.;ERRO
Citroën;Xantia Break 2.0 8V/GLX 2.0 16V Aut;ERRO
Citroën;Xantia Activa 3.0 V6 Mec;ERRO
Citroën;Xantia Activa 2.0 TB;ERRO
Citroën;Xantia Activa 2.0;ERRO
Citroën;Xantia 2.0  16V;ERRO
Citroën;Jumpy VITRÉ 1.6 Turbo Diesel;ERRO
Citroën;Jumpy 1.6 Minibus Turbo Diesel;ERRO
Citroën;Jumpy 1.6  Furgão Turbo Diesel;ERRO
Citroën;Jumpy 1.6  Furgão Pack Turbo Diesel;ERRO
Citroën;Jumper 2.8 Furgão 35MH Diesel;ERRO
Citroën;Jumper 2.8 Furgão 35C Diesel;ERRO
Citroën;Jumper 2.8 16Lug.  Diesel;ERRO
Citroën;Jumper 2.5 Diesel;ERRO
Citroën;Jumper 2.3 Vetrato TB Diesel;ERRO
Citroën;Jumper 2.3 Vetrato Exec. 16Lug. TB Dies.;ERRO
Citroën;Jumper 2.3 Furgão TB Diesel;ERRO
Citroën;Jumper 2.3 15/16Lug. TB Diesel;ERRO
Citroën;Jumper 2.0 Minibus 16L Turbo Diesel;ERRO
Citroën;Jumper 2.0 FurgãoTurbo Diesel;ERRO
Citroën;Grand C4 Picasso Intensive 1.6 TB Aut.;ERRO
Citroën;Grand C4 Picasso Seduction 1.6 TB Aut.;ERRO
Citroën;Evasion VSX Turbo;ERRO
Citroën;Evasion  GLX 2.0 16V;ERRO
Citroën;DS5 1.6 So Chic Turbo 16V 5p Aut.;ERRO
Citroën;DS5 1.6 Turbo 16V 5p Aut.;ERRO
Citroën;DS5 1.6 Be Chic Turbo 16V 5p Aut.;ERRO
Citroën;DS4 1.6 Turbo 16V 5p Aut.;ERRO
Citroën;DS4 1.6 So Chic Turbo 16V 5p Aut.;ERRO
Citroën;DS4 1.6 Chic Turbo 16V 5p Aut.;ERRO
Citroën;DS3 Sport Chic 1.6 TB 16V 3p Mec.;ERRO
Citroën;DS3 1.6 Turbo 16V 3p Mec.;ERRO
Citroën;C8 Exclusive 2.0 16V 138cv 5p Aut.;ERRO
Citroën;C6 Exclusive 3.0 V6 24V 215cv Aut.;ERRO
Citroën;C5 Tourer Exclusive 2.0 16V 5p Aut.;ERRO
Citroën;C5 Exclusive Break 2.0 16V Aut.;ERRO
Citroën;C5 Exclusive Break 2.0 16V 138cv 5p Mec.;ERRO
Citroën;C5 Exclusive 2.0 16V 4p Aut.;ERRO
Citroën;C5 Exclusive 2.0 16V 138cv 4p Mec.;ERRO
Citroën;C5 3.0 24V 210cv 4p Aut.;ERRO
Citroën;C4 VTR 2.0 16V 143cv;ERRO
Citroën;C4 Tendance 2.0 Flex 16V 5p Aut.;ERRO
Citroën;C4 Tendance 1.6 Flex 16V 5p Mec.;ERRO
Citroën;C4 Rock You 1.6 Flex 16V 5p Mec.;ERRO
Citroën;C4 Picasso/Pic. La Luna 2.0 16V  Aut.;ERRO
Citroën;C4 Picasso Seduction 1.6 Turbo 16V Aut.;ERRO
Citroën;C4 Picasso Intensive 1.6 Turbo 16V Aut.;ERRO
Citroën;C4 Picasso Grand 2.0 16V 143cv Aut;ERRO
Citroën;C4 PALLAS GLX 2.0/2.0 Flex 16V Mec.;ERRO
Citroën;C4 PALLAS GLX 2.0/ 2.0 Flex Aut.;ERRO
Citroën;C4 PAL.Excl/Excl(Tech.) 2.0/2.0 Flex Aut;ERRO
Citroën;C4 PALLAS Exclusive 2.0/2.0 Flex 16V Mec;ERRO
Citroën;C4 LOUNGE Tendance 2.0 Flex 4p Mec.;ERRO
Citroën;C4 LOUNGE Tendance 2.0 Flex 4p Aut.;ERRO
Citroën;C4 LOUNGE Tendance 1.6 Turbo Flex Aut.;ERRO
Citroën;C4 LOUNGE Tendance 1.6 Turbo 4p Aut;ERRO
Citroën;C4 LOUNGE Shine 1.6 Turbo Flex Aut.;ERRO
Citroën;C4 LOUNGE S 1.6 Turbo Flex Aut.;ERRO
Citroën;C4 LOUNGE Origine 2.0 Flex 4p Mec.;ERRO
Citroën;C4 LOUNGE Origine 2.0 Flex 4p Aut.;ERRO
Citroën;C4 LOUNGE Origine 1.6 Turbo Flex Mec.;ERRO
Citroën;C4 LOUNGE Origine 1.6 Turbo Flex  Aut.;ERRO
Citroën;C4 LOUNGE Orig.Business 1.6 TB Flex Aut.;ERRO
Citroën;C4 LOUNGE Live Bus. 1.6 Flex Aut.(PCD);ERRO
Citroën;C4 LOUNGE Live 1.6 Turbo Flex Aut.;ERRO
Citroën;C4 LOUNGE Feel 1.6 Turbo Flex Aut.;ERRO
Citroën;C4 LOUNGE Exclusive 2.0 Flex 4p Aut.;ERRO
Citroën;C4 LOUNGE Exclusive 1.6 Turbo Flex Aut.;ERRO
Citroën;C4 LOUNGE Exclusive 1.6 Turbo 4p Aut.;ERRO
Citroën;C4 LOUNGE 100 anos 1.6 16V TB Flex Aut.;ERRO
Citroën;C4 GLX 2.0 Flex 16V 5p Mec.;ERRO
Citroën;C4 GLX 2.0 Flex 16V 5p Aut.;ERRO
Citroën;C4 GLX 1.6 Flex 16V 5p Mec.;ERRO
Citroën;C4 Excl.2.0/2.0 Solaris Flex 16V 5p Aut.;ERRO
Citroën;C4 Excl./Excl. Solar. 2.0 Flex 16V Mec.;ERRO
Citroën;C4 Competition 2.0 Flex 16V 5p Aut.;ERRO
Citroën;C4 Competition 1.6 Flex 16V 5p Mec.;ERRO
Citroën;C4 CACTUS SHINE Pack 1.6 Turbo Flex Aut.;ERRO
Citroën;C4 CACTUS SHINE 1.6 Turbo Flex Aut.;ERRO
Citroën;C4 CACTUS LIVE 1.6 16V Flex Mec.;ERRO
Citroën;C4 CACTUS LIVE 1.6 16V Flex Aut.;ERRO
Citroën;C4 CACTUS FEEL Pack 1.6 16V Flex Aut.;ERRO
Citroën;C4 CACTUS FEEL Bus. 1.6 Flex Aut.(PCD);ERRO
Citroën;C4 CACTUS FEEL 1.6 16V Flex Mec.;ERRO
Citroën;C4 CACTUS FEEL 1.6 16V Flex Aut.;ERRO
Citroën;C4 CACTUS C-SERIES 1.6 16V Flex Aut.;ERRO
Citroën;C4 CACTUS 100 anos 1.6 TB 16V Flex Aut.;ERRO
Citroën;C3 XTR 1.6 Flex 16V 5p;ERRO
Citroën;C3 XTR 1.4 Flex 8V 5p;ERRO
Citroën;C3 Urban Trail P.Tech 1.2 Flex 12V Mec.;ERRO
Citroën;C3 X-BOX ONE 1.6 VTi Flex 16V 5p Mec.;ERRO
Citroën;C3 Urban Trail 1.6 Flex 16V 5p Aut.;ERRO
Citroën;C3 Tendance Pure Tech 1.2 Flex 12V Mec.;ERRO
Citroën;C3 Tendance 1.6 VTi Flex Start 16V Aut.;ERRO
Citroën;C3 Tendance 1.5 Flex 8V 5p Mec.;ERRO
Citroën;C3 Style Edition 1.6 Flex 16V Aut.;ERRO
Citroën;C3 Style Ed. Pure Tech 1.2 Flex 12V Mec.;ERRO
Citroën;C3 Picasso Tendance 1.6 Flex 16V 5p Aut.;ERRO
Citroën;C3 Start 1.2 Flex 12V 5p;ERRO
Citroën;C3 Picasso Tendance 1.5 Flex 8V 5p Mec.;ERRO
Citroën;C3 Picasso Origine 1.5 Flex 8V Mec.;ERRO
Citroën;C3 Picasso GLX 1.6 Flex 16V 5p Mec.;ERRO
Citroën;C3 Picasso GLX 1.6 Flex 16V 5p Aut.;ERRO
Citroën;C3 Picasso GLX 1.5 Flex 8V 5p Mec.;ERRO
Citroën;C3 Picasso GL 1.6 Flex 16V 5p Mec.;ERRO
Citroën;C3 Picasso GL 1.5 Flex 8V Mec.;ERRO
Citroën;C3 Picasso Exclusive 1.6 Flex 16V 5p Mec;ERRO
Citroën;C3 Picasso Excl. 1.6 Flex 16V 5p Aut.;ERRO
Citroën;C3 Origine Pure Tech 1.2 Flex 12V Mec;ERRO
Citroën;C3 Origine 1.5 Flex 8V 5p Mec.;ERRO
Citroën;C3 Ocimar Versolato 1.6 16V 110cv 5p;ERRO
Citroën;C3 GLX 1.6 Flex 16V 5p  Aut.;ERRO
Citroën;C3 GLX 1.6/ 1.6 Flex 16V 5p;ERRO
Citroën;C3 GLX 1.4/ GLX Sonora 1.4 Flex 8V 5p;ERRO
Citroën;C3 Exclusive Bus. 1.6 Flex 5p Aut.(PCD);ERRO
Citroën;C3 Exclusive 1.5 Flex 8V 5p Mec.;ERRO
Citroën;C3 Exclusive 1.4 Flex 8V 5p;ERRO
Citroën;C3 Exclus./Excl.Solaris 1.6 Flex 16V Mec;ERRO
Citroën;C3 Excl./Excl.Solar./Sonora 1.6 Flex Aut;ERRO
Citroën;C3 Excl. 1.6 VTi Flex Start 16V 5p Mec.;ERRO
Citroën;C3 Attraction Pure Tech 1.2 Flex 12V Mec;ERRO
Citroën;C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.;ERRO
Citroën;C3 Attraction 1.6 Flex 16V 5p Aut.;ERRO
Citroën;C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec;ERRO
Citroën;C3 100 anos 1.6 16V Flex Aut.;ERRO
Citroën;BX GTi 1.9;ERRO
Citroën;BX 1.6S 16V;ERRO
Citroën;Berlingo MultSpace GLX 1.8i 4p;ERRO
Citroën;Berlingo MultSpace GLX 1.8i 3p;ERRO
Citroën;Berlingo MultSpace GLX 1.6 16V 110cv 4p;ERRO
Citroën;Berlingo Furgão 1.6 16V Flex 5P;ERRO
Citroën;AX GTi;ERRO
Citroën;AIRCROSS TENDANCE 1.6 Flex 16V 5p Mec.;ERRO
Citroën;AIRCROSS TENDANCE 1.6 Flex 16V 5p Aut.;ERRO
Citroën;AIRCROSS Start 1.6 Flex 16V 5p Mec.;ERRO
Citroën;AIRCROSS Shine 1.6 Flex 16V 5p Aut.;ERRO
Citroën;AIRCROSS Start 1.5 Flex 8V 5p Mec.;ERRO
Citroën;AIRCROSS SALOMON TENDANCE 1.6 Flex Mec.;ERRO
Citroën;AIRCROSS SALOMON TENDANCE 1.6 Flex Aut.;ERRO
Citroën;AIRCROSS SALOMON EXCLUSIVE 1.6 Flex Mec.;ERRO
Citroën;AIRCROSS SALOMON EXCLUSIVE 1.6 Flex Aut.;ERRO
Citroën;AIRCROSS SALOMON 1.6 Flex 16V 5p Aut.;ERRO
Citroën;AIRCROSS SALOMON 1.5 Flex 8V 5p Mec.;ERRO
Citroën;AIRCROSS Live Bus. 1.6 Flex 5p Aut.(PCD);ERRO
Citroën;AIRCROSS Live 1.6 Flex 16V 5p Mec.;ERRO
Citroën;AIRCROSS Live 1.5 Flex 8V 5p Mec.;ERRO
Citroën;AIRCROSS Live 1.6 Flex 16V 5p Aut.;ERRO
Citroën;AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Aut;ERRO
Citroën;AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Mec;ERRO
Citroën;AIRCROSS GLX 1.6 Flex 16V 5p Mec.;ERRO
Citroën;AIRCROSS GLX 1.6 Flex 16V 5p Aut.;ERRO
Citroën;AIRCROSS GL 1.6 Flex 16V 5p Mec.;ERRO
Citroën;AIRCROSS Feel 1.6 Flex 16V 5p Mec.;ERRO
Citroën;AIRCROSS Feel 1.6 Flex 16V 5p Aut.;ERRO
Citroën;AIRCROSS Exclusive 1.6 Flex 16V 5p Mec.;ERRO
Citroën;AIRCROSS Exclusive 1.6 Flex 16V 5p Aut.;ERRO
Citroën;AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Mec;ERRO
Citroën;AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Aut;ERRO
Citroën;AIRCROSS BUSINESS 1.6 Flex 16V 5p Mec.;ERRO
Citroën;AIRCROSS 100 anos 1.6 Flex 16V Aut.;ERRO
Cadillac;Seville 4.6;ERRO
Cadillac;Deville/Eldorado 4.9;ERRO
BMW;Z8 5.0 V8;ERRO
BMW;Z4 Roadster Sport 3.0 24V 231cv Aut.;ERRO
BMW;Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p;ERRO
BMW;Z4 Roadster sDRIVE 30i MSport 2.0 TB Aut;ERRO
BMW;Z4 Roadster sDRIVE 23i 2.5 24V 204cv 2p;ERRO
BMW;Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut.;ERRO
BMW;Z4 Roadster M 3.2 V6 24V 343cv;ERRO
BMW;Z4 Roadster 3.0 V6 24V Aut.;ERRO
BMW;Z4 Roadster 2.0 150cv 2p;ERRO
BMW;Z4 Coupé M 3.2 V6 24V 343cv;ERRO
BMW;Z4 M40i 3.0 340cv Aut.;ERRO
BMW;Z3 Roadster M 3.2;ERRO
BMW;Z3 Roadster 2.8;ERRO
BMW;Z3 Roadster 1.9 Mec.;ERRO
BMW;Z3 3.0 24V Roadster 2p;ERRO
BMW;Z3 2.8 Mec.;ERRO
BMW;Z3 2.8 Aut.;ERRO
BMW;X7 M50i 4.4 V8 Bi-TB Aut.;ERRO
BMW;X7 XDRIVE 50i M Sport 4.4 V8 Bi-TB Aut.;ERRO
BMW;X6 XDRIVE 50i M Sport 4.4 Bi-Turbo;ERRO
BMW;X6 XDRIVE 50i 4.4 407cv Bi-Turbo;ERRO
BMW;X6 XDRIVE 40i M Sport 3.0 Bi-Turbo;ERRO
BMW;X6 XDRIVE 35i 3.0 306cv Bi-Turbo;ERRO
BMW;X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.;ERRO
BMW;X5 XDRIVE M50i 4.4 Bi-Turbo Aut.;ERRO
BMW;X5 XDRIVE M50d 3.0 Diesel;ERRO
BMW;X5 XDRIVE 50i Security 4.4 Bi-Turbo;ERRO
BMW;X5 XDRIVE 50i M Sport 4.4 Bi-Turbo;ERRO
BMW;X5 XDRIVE 50i 4.4  Bi-Turbo;ERRO
BMW;X5 XDRIVE 45e 3.0 M.Sport Híbrido Aut.;ERRO
BMW;X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo;ERRO
BMW;X5 XDRIVE 35i 3.0 306cv Bi-Turbo;ERRO
BMW;X5 XDRIVE 30d M Sport 3.0 265cv Dies Aut;ERRO
BMW;X5 XDRIVE 30d Full 3.0 258cv Diesel;ERRO
BMW;X5 XDRIVE 30d 3.0 Diesel;ERRO
BMW;X5 Sport 4.8 4x4 V8 32V 355cv;ERRO
BMW;X5 Sport 4.4 4x4 V8 32V;ERRO
BMW;X5 Security 4.8is 4x4 V8 32V 355cv Aut.;ERRO
BMW;X5 Security 4.4 4x4 V8 32V;ERRO
BMW;X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.;ERRO
BMW;X5 Endurance 4.8is 4x4 V8 32V 355cv Aut.;ERRO
BMW;X5 4.4 4x4;ERRO
BMW;X5 4.8 4x4 V8 32V 360cv;ERRO
BMW;X5 3.0 4x4;ERRO
BMW;X4 XDRIVE 35i M-Sport 3.0 TB 306cv Aut.;ERRO
BMW;X4 XDRIVE 30i M-Sport 2.0 Tb. 252cv Aut;ERRO
BMW;X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut;ERRO
BMW;X4 M Competition 3.0 Bi-TB 510cv Aut.;ERRO
BMW;X4 M40i 3.0 Turbo V6 360cv Aut.;ERRO
BMW;X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo;ERRO
BMW;X3 XDRIVE 30i X-Line 2.0 Turbo 252cv Aut;ERRO
BMW;X3 XDRIVE 30e X-Line Turbo Híbrido Aut.;ERRO
BMW;X3 XDRIVE 30e Turbo Híbrido Aut.;ERRO
BMW;X3 XDRIVE 28i 3.0 258cv;ERRO
BMW;X3 XDRIVE 28i 2.0 Turbo 245cv Aut.;ERRO
BMW;X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.;ERRO
BMW;X3 Sport 3.0 24V 231cv;ERRO
BMW;X3 Sport 2.5 24V 192cv/ 218cv;ERRO
BMW;X3 M40i 3.0 Turbo V6 360cv Aut.;ERRO
BMW;X3 M Competition 3.0 Bi-TB 510cv Aut.;ERRO
BMW;X3 Family 3.0 24V 231cv;ERRO
BMW;X2 SDRIVE 20i 2.0/2.0 TB A. Flex 16V Aut;ERRO
BMW;X3 Family 2.5 24V 192cv/ 218cv;ERRO
BMW;X2 SDRIVE 18i 1.5 ActiveFlex 136cv Aut.;ERRO
BMW;X2 SDRIVE  20i M Sp/M Sp 2.0 TB Flex Aut;ERRO
BMW;X2 M35i 2.0 Turbo 306cv Aut.;ERRO
BMW;X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.;ERRO
BMW;X1 XDRIVE 28i 3.0 24V 4x4 Aut.;ERRO
BMW;X1 XDRIVE 28i 2.0 Turbo 16V 4x4 Aut.;ERRO
BMW;X1 XDRIVE 25i Sport 2.0/2.0 Flex Aut.;ERRO
BMW;X1 SDRIVE 20i X-Line 2.0 TB Active Flex;ERRO
